																																		Class	E_Bs	E_Bs	E_Bs	E_Fc	E_Fc	E_Fc	E_Mock	E_Mock	E_Mock	E_Si	E_Si	E_Si	E_Sv	E_Sv	E_Sv	E_Vd	E_Vd	E_Vd	F_Bs	F_Bs	F_Bs	F_Fc	F_Fc	F_Fc	F_Si	F_Si	F_Si	F_Sv	F_Sv	F_Sv	F_Vd	F_Vd	F_Vd	R_Bs	R_Bs	R_Bs	R_Fc	R_Fc	R_Fc	R_Mock	R_Mock	R_Mock	R_Si	R_Si	R_Si	R_Sv	R_Sv	R_Sv	R_Vd	R_Vd	R_Vd	S_Bs	S_Bs	S_Bs	S_Fc	S_Fc	S_Fc	S_Mock	S_Mock	S_Mock	S_Si	S_Si	S_Si	S_Sv	S_Sv	S_Sv	S_Vd	S_Vd	S_Vd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
																																		File type	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
																																		Injection order	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
																																		Batch ID	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Average	Average	Average	Average	Average	Average	Average	Average	Average	Average	Average	Average	Average	Average	Average	Average	Average	Average	Average	Average	Average	Average	Average	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev	Stdev
Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	Comment	Manually modified for quantification	Manually modified for annotation	Isotope tracking parent ID	Isotope tracking weight number	RT similarity	m/z similarity	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	E_neg_Bs_1_1rep	E_neg_Bs_2_1rep	E_neg_Bs_3_1rep	E_neg_Fc_1_1rep	E_neg_Fc_2_1rep	E_neg_Fc_3_1rep	E_neg_mock_1_1	E_neg_mock_2_1	E_neg_mock_3_1	E_neg_Si_1_1	E_neg_Si_2_1	E_neg_Si_3_1	E_neg_Sv_1_1	E_neg_Sv_2_1	E_neg_Sv_3_1	E_neg_Vd_1_1rep	E_neg_Vd_2_1rep	E_neg_Vd_3_1rep	F_neg_Bs_1	F_neg_Bs_2	F_neg_Bs_3	F_neg_Fc_1	F_neg_Fc_2	F_neg_Fc_3	F_neg_Si_1	F_neg_Si_2	F_neg_Si_3	F_neg_Sv_1rep	F_neg_Sv_2	F_neg_Sv_3	F_neg_Vd_1	F_neg_Vd_2	F_neg_Vd_3	R_neg_Bs_1	R_neg_Bs_2	R_neg_Bs_3	R_neg_Fc_1	R_neg_Fc_2_	R_neg_Fc_3	R_neg_mock_1	R_neg_mock_2	R_neg_mock_3	R_neg_Si_1	R_neg_Si_2	R_neg_Si_3	R_neg_Sv_1	R_neg_Sv_2	R_neg_Sv_3	R_neg_Vd_1	R_neg_Vd_2	R_neg_Vd_3	S_neg_Bs_1	S_neg_Bs_2	S_neg_Bs_3	S_neg_Fc_1	S_neg_Fc_2_	S_neg_Fc_3	S_neg_mock_1	S_neg_mock_2	S_neg_mock_3	S_neg_Si_1	S_neg_Si_2	S_neg_Si_3	S_neg_Sv_1	S_neg_Sv_2	S_neg_Sv_3	S_neg_Vd_1	S_neg_Vd_2	S_neg_Vd_3	E_Bs	E_Fc	E_Mock	E_Si	E_Sv	E_Vd	F_Bs	F_Fc	F_Si	F_Sv	F_Vd	R_Bs	R_Fc	R_Mock	R_Si	R_Sv	R_Vd	S_Bs	S_Fc	S_Mock	S_Si	S_Sv	S_Vd	E_Bs	E_Fc	E_Mock	E_Si	E_Sv	E_Vd	F_Bs	F_Fc	F_Si	F_Sv	F_Vd	R_Bs	R_Fc	R_Mock	R_Si	R_Sv	R_Vd	S_Bs	S_Fc	S_Mock	S_Si	S_Sv	S_Vd
0	19.446	80.96502	w/o MS2: sulfite (Sodium sulfite)	[M-H]-	null	0.07	False	-1.000	80.93000	H2O3S	Non-metal sulfites	LSNNMFCWUKXFEE-UHFFFAOYSA-N	OS(=O)O	530	False	True	False	Normalized unit: Intensity; Annotation method: MSMS_Public_EXP_NEG_VS17_1	False	False	0	0	0.00	0.94	-1.00	-1.00	-1.00	-1.00	-1.00	0.94	1228.94	R_neg_Vd_1	80.96470:6644 81.96359:73 81.96973:39 82.96005:325 83.02392:39	null	240	339	231	304	285	346	196	206	251	165	293	273	275	240	265	360	338	259	1829	2233	2619	4816	4111	4707	1676	3399	1859	8846	2971	1758	3787	3839	2753	2568	2343	2300	5059	5207	6953	2036	3688	3201	3437	3183	4567	3151	3880	3417	5491	4565	4484	2630	1786	3266	2487	2985	2045	1414	4748	4286	2372	2944	4203	3441	2861	2086	2992	1930	2708	270.208333333333	311.625	217.458333333333	243.791666666667	260.1875	318.854166666667	2226.72916666667	4544.95833333333	2311.47916666667	4524.75	3459.45833333333	2403.72916666667	5739.75	2974.9375	3729.08333333333	3482.70833333333	4847	2560.70833333333	2505.60416666667	3482.64583333333	3173.14583333333	2795.70833333333	2543.5625	60.0416630522784	31.14212631228	29.0650088522838	68.6800022447097	17.8982584697506	53.1483894589792	394.87817708704	379.415629688714	946.042477106384	3791.09169169565	612.568823726839	143.796749644536	1053.605652554	849.175687155638	736.952787808238	369.049678721691	559.551023282283	742.5898365616	470.402858152811	1806.179983865	936.852589653027	679.997726137436	549.725723514691
1	6.167	116.05040	w/o MS2: L-Norvaline	[M-H]-	null	0.09	True	-1.000	116.07117	C5H11NO2	L-alpha-amino acids	SNDPXSYFESPGGJ-BYPYZUCNSA-N	CCC[C@H](N)C(O)=O	530	False	True	False	Normalized unit: Intensity; Annotation method: MSMS_Public_EXP_NEG_VS17_1	False	False	1	0	0.00	0.98	0.92	0.75	0.75	1.00	1.00	1.74	1184.43	E_neg_Fc_3_1rep	116.05028:16391 116.51028:15 116.92717:114 117.05336:1102 117.15886:17 117.69324:16 117.75922:18 118.05638:62 118.15066:14	65.03854:5 65.08540:2 65.52988:2 66.84553:2 68.71437:2 72.93658:2 77.57616:4 79.22037:2 80.26519:2 80.67509:2 81.11559:2 81.73518:2 81.74370:4 81.75600:2 81.90865:2 82.19321:2 82.29404:2 82.50343:2 82.77813:2 82.79195:2 82.80565:2 82.83206:2 82.90240:3 82.93372:2 82.96361:2 82.99588:4 83.03410:2 83.06122:3 83.13142:2 83.22846:2 83.50642:2 84.07675:2 84.34461:2 86.45320:2 87.03544:2 87.29450:2 87.35812:2 87.72825:4 87.83575:2 88.07138:2 88.63808:2 90.03403:2 90.14670:2 92.12251:2 92.40948:2 92.87947:2 93.28725:2 93.78286:4 93.89182:2 95.63436:2 96.39933:2 96.41616:2 96.90682:2 98.15421:2 98.70522:2 99.61526:2 99.92448:2 100.07234:2 101.29698:2 101.84212:2 102.32832:2 102.91178:2 103.41220:2 103.79693:3 104.43621:2 105.68417:2 105.83275:2 109.07933:2 109.93881:2 111.41600:2 112.59207:2 114.03404:5 114.03942:2 114.50222:4 114.82361:2 115.04125:4 115.66976:4 115.67673:4 115.69370:2 115.91780:2 116.05045:2774 116.11720:2 116.31730:2 116.68629:2 116.71115:2 116.92712:2 117.06062:2 117.15814:2 117.21222:2 117.72126:2 119.16880:3 121.49571:2 123.04564:2 127.92214:3 131.49803:3 133.06642:4 133.09277:3 133.95071:3 135.20065:3 142.94977:3 146.39781:4 150.02388:3 151.57856:3 159.27869:3 256.40753:3 863.45481:3	12486	13436	15915	8553	8028	8526	52	42	28	68	208	130	632	962	1059	352	289	252	5	51	45	51	42	42	37	111	4	779	642	709	58	61	53	490	446	714	678	428	563	10	13	16	8	6	9	26	42	52	18	22	18	59	158	99	37	32	103	41	34	18	25	26	20	24	30	15	24	16	32	13945.7291666667	8369.1875	40.75	135.3125	884.375	297.75	33.8125	44.8333333333333	50.8125	709.875	57.3541666666667	550.145833333333	556.333333333333	12.8333333333333	7.75	40.1458333333333	19.3125	105.625	57.375	31.2916666666667	23.875	22.9583333333333	23.625	1770.19913729419	295.997301244032	11.6493360862326	69.7528841249593	223.841924203778	50.7834326454012	24.8452240128762	4.97820771797776	54.9175874037635	68.2282188229328	4.21786256098196	143.271436186992	124.802693238501	2.6311930912294	1.5612494995996	12.9880253342582	2.66120860700547	49.6707912157638	39.681003405282	11.6842129958904	3.16165996748543	7.18188186225124	7.96893382140924
2	4.634	121.02944	4-HYDROXYBENZALDEHYDE	[M-H]-	null	0.01	True	-1.000	121.02900	C7H6O2	Hydroxybenzaldehydes	RGHHSNMVTDWUBI-UHFFFAOYSA-N	C1=CC(=CC=C1C=O)O	430	False	True	True	Normalized unit: Intensity; Annotation method: MSMS_Public_EXP_NEG_VS17_1	False	False	2	0	0.00	1.00	0.87	0.91	0.91	7.00	1.00	1.86	773.52	E_neg_Sv_3_1	121.02944:5684 122.03223:390 123.03428:46	65.00336:16 65.01355:2 65.03963:59 65.09357:1 65.18053:1 65.20030:1 65.39184:1 65.47662:1 65.60549:1 65.89420:1 65.97493:1 66.00039:1 66.01193:1 66.13592:1 66.21998:2 66.24031:1 66.24810:1 66.28757:1 66.39209:1 66.49149:1 66.49588:1 66.53703:2 66.56619:1 66.57594:2 66.58338:1 66.58809:1 66.60016:1 66.61935:1 66.65933:2 66.67053:1 66.69052:1 66.74365:1 66.75133:1 66.77294:1 66.79655:1 66.81889:1 66.82965:1 66.85202:1 66.92390:1 66.92751:1 66.94153:1 66.98401:1 67.01924:10 67.03212:1 67.04712:2 67.06972:2 67.08907:1 67.09597:1 67.11586:3 67.13281:1 67.13883:1 67.15472:2 67.16812:1 67.20747:1 67.21630:1 67.24561:1 67.26851:1 67.28739:1 67.31548:2 67.35876:2 67.36455:1 67.39693:1 67.42598:1 67.46588:1 67.55562:1 67.56311:2 67.59507:1 67.65831:1 67.69351:1 67.70021:1 67.73044:1 67.74092:1 67.78405:1 67.80623:2 67.83648:1 67.84495:2 67.85504:1 67.90144:2 67.90548:1 67.91373:1 67.93501:1 67.94205:2 67.94849:2 67.95957:1 67.97451:1 67.98985:1 68.01355:2 68.05362:2 68.07994:1 68.09150:2 68.12723:1 68.14865:1 68.17574:1 68.19799:1 68.24410:1 68.26110:1 68.29266:1 68.32363:2 68.34488:1 68.41292:2 68.92063:1 68.93161:1 68.97390:1 69.00011:1 69.12204:1 69.47674:1 70.16516:1 70.53437:1 70.57057:1 70.80899:1 70.93414:2 71.01190:1 71.01644:1 71.10685:1 71.24899:1 71.62444:1 71.72852:1 71.77042:1 72.00129:1 72.32706:1 72.48792:1 72.52128:1 73.00757:1 73.53664:1 74.18085:1 74.35747:1 74.38788:1 74.68936:1 74.86054:1 75.02311:5 75.03175:1 75.04108:1 75.35725:1 76.12257:1 76.16531:1 76.34836:1 76.52691:1 76.97271:1 77.01611:1 77.03856:4 77.07028:1 77.13435:1 77.65354:1 77.78852:2 78.41541:1 78.48205:2 79.01852:4 79.03421:1 79.95908:1 80.24443:1 80.38840:1 80.91047:1 81.00257:2 81.01139:1 81.09014:2 81.38033:1 81.93531:1 81.99783:1 82.04263:1 82.26814:1 82.30546:1 82.34412:1 82.53711:1 82.64260:1 82.83460:1 83.01835:1 83.19024:1 83.21526:1 83.23492:1 83.31117:2 83.42090:1 83.61784:1 83.65591:1 83.68279:1 83.72939:1 83.75001:1 83.82756:1 84.18308:1 84.23476:1 84.36967:1 84.40206:1 84.42816:1 84.47182:1 84.48892:2 84.62718:1 84.73298:1 84.81652:1 84.85351:2 84.90901:1 84.91584:2 84.95234:1 84.99477:1 85.07742:1 85.12938:1 85.23154:1 85.27811:2 85.37538:1 85.41883:1 85.44871:1 85.51210:1 85.53248:1 85.56011:1 85.71285:1 85.72711:1 85.81127:1 85.84439:1 85.85710:1 85.92700:1 85.95015:1 86.00192:1 86.00783:2 86.15324:1 86.18506:1 86.19952:1 86.21916:2 86.28603:1 86.40754:1 86.41801:2 86.49760:2 86.61108:1 86.68957:1 86.70827:1 86.71648:1 86.73700:1 86.75844:1 86.79431:2 86.81172:2 86.95400:1 87.04607:1 87.05384:1 87.07486:1 87.14709:1 87.23169:1 87.30398:1 87.35295:1 87.38316:2 87.41659:1 87.43262:1 87.59435:1 87.60260:1 87.66174:1 87.72824:1 87.76082:1 87.90953:1 88.11675:1 88.14664:1 88.17469:1 88.20459:1 88.40478:1 88.67576:1 88.96635:1 88.98688:1 89.03308:1 89.20045:1 89.38855:1 89.65387:1 90.13029:1 90.19447:1 90.24005:1 90.38574:1 90.49315:2 90.56835:1 90.60378:1 90.67587:2 90.74509:1 90.76142:1 90.80761:1 90.90705:1 90.93927:1 90.96496:1 90.98552:1 91.01903:93 91.15424:1 91.16593:1 91.31449:1 91.34933:1 91.44485:1 91.48419:1 91.52683:1 91.55072:1 91.59993:1 91.69793:1 91.71200:1 91.72199:3 91.73101:2 91.73945:2 91.74765:1 91.87576:1 92.00287:2 92.02702:1867 92.05721:2 92.09794:1 92.11016:1 92.16987:1 92.24746:1 92.34062:1 92.36481:2 92.42818:1 92.49458:1 92.50730:1 92.52690:2 92.63858:3 92.65009:1 92.82695:1 92.84064:1 92.84772:1 92.85837:1 92.90058:1 92.92041:1 92.92938:1 92.95818:1 92.97169:2 93.00777:1 93.03482:174 93.05642:1 93.13392:1 93.24455:1 93.25874:1 93.26515:1 93.31267:1 93.32336:2 93.33794:2 93.38080:1 93.42530:1 93.62659:1 93.80629:1 93.81388:1 93.82052:1 93.86986:1 93.90925:1 93.91637:2 93.94580:1 94.09111:1 94.15858:1 94.36352:1 94.41301:1 94.47393:1 94.54868:1 94.69160:1 94.71257:1 94.87690:2 94.98588:1 95.01411:4 95.11074:1 95.13821:2 95.16831:1 95.17951:1 95.42920:2 95.58060:1 95.63088:2 95.64887:1 95.66058:1 95.71663:1 95.75113:1 95.95108:1 96.00386:1 96.04753:1 96.54688:1 96.59309:1 96.66033:2 96.79295:1 96.96601:1 97.02067:2 97.06248:1 97.09656:2 97.12039:1 97.14936:1 97.19570:1 97.21840:1 97.36042:1 97.60946:1 97.75612:1 98.00254:1 98.65109:1 98.97732:2 99.13082:1 99.19666:1 99.34744:1 99.39453:1 99.64251:1 99.78433:1 99.85088:1 100.18346:1 100.27741:2 100.35363:1 100.42724:1 100.79617:2 100.99590:1 101.08304:1 101.22441:1 101.30523:1 101.79581:1 101.87143:1 101.93125:1 101.99317:1 102.08756:1 102.63907:1 102.82671:1 103.01764:2 103.17017:1 103.40809:1 103.43679:2 103.88726:1 103.94068:1 104.42879:1 104.49393:1 104.82434:1 104.92214:1 105.04157:1 105.34346:1 105.42742:2 105.45508:1 105.57180:1 105.58388:1 106.08722:1 106.18683:1 106.68127:1 106.69089:1 106.97386:1 107.06759:1 107.16745:1 107.19229:1 107.35542:1 107.40790:1 107.99495:1 108.02078:2 108.07284:1 108.21137:1 108.31788:1 108.39078:1 108.53780:1 108.72246:1 109.06232:1 109.14571:1 109.68105:1 110.00700:1 110.37253:1 111.21487:1 111.26631:2 112.12783:1 112.49375:1 112.55297:1 112.63093:1 113.14140:1 114.27677:1 115.04769:1 115.46464:2 116.18623:1 116.99003:1 118.70359:1 118.91980:1 119.01334:9 119.11428:1 119.67994:1 119.99543:1 120.02171:220 120.03897:4 120.54411:1 120.55433:1 120.57638:1 120.63027:4 120.64423:2 120.65535:1 120.68880:1 120.75607:1 120.90412:1 121.02992:2952 121.06842:1 121.19509:1 121.21030:1 121.22400:2 121.26520:1 121.32830:1 121.34395:1 121.39683:1 121.42705:1 121.44432:1 121.45997:1 121.47160:1 121.49398:1 121.50855:1 121.53015:1 121.55391:1 121.56363:1 121.60305:1 121.60629:1 121.68245:1 121.78188:1 121.79701:1 121.83053:1 121.95002:1 121.98031:1 121.99870:1 122.00844:1 122.10854:1 122.13993:1 122.20381:1 122.22114:1 122.29695:1 122.43835:1 122.47033:1 122.69645:1 122.73822:1 122.81148:1 122.84375:2 122.97436:1 123.28141:1 123.38911:1 123.46746:1 123.76314:1 123.85687:1 123.90593:1 124.38887:1 124.74691:1 124.92092:1 125.86750:1 125.96313:1 127.03120:1 127.59320:1 127.90541:1 127.98961:1 128.17807:1 128.77293:1 128.77761:1 130.68035:1 130.70387:1 131.27785:1 133.41661:1 134.55382:1 136.42367:1 139.48043:1 139.55563:1 140.30647:1 141.12738:1 142.18302:1 142.96957:1 144.39790:1 145.97116:1 148.49918:1 151.26327:1 153.40103:1 153.54266:1 154.02891:2 157.87614:1 159.81123:1 164.40935:1 165.20344:1 166.36690:1 169.40526:1 197.02071:1 202.46734:2 220.40015:1 225.30739:1 234.52658:1 237.03535:1 260.73028:1 292.13352:1 371.38268:1 428.77255:1	23	114	109	200	181	123	392	325	512	202	379	373	2264	4180	5399	147	95	288	38	57	28	88	78	54	84	67	45	148	151	119	91	75	85	137	127	134	120	106	108	128	210	185	193	138	164	200	237	149	241	129	224	63	79	85	111	82	73	106	100	79	83	94	115	103	134	161	102	89	131	82.0833333333333	168.166666666667	409.5625	317.916666666667	3947.79166666667	176.583333333333	40.8958333333333	73.4375	65.25	139.458333333333	83.6458333333333	132.979166666667	111.333333333333	173.9375	165.041666666667	195.5	197.916666666667	75.6458333333333	88.9583333333333	94.6041666666667	97.375	132.75	107.458333333333	51.436183660759	40.2378831399383	94.7686533419675	100.8211274465	1580.27128101936	99.8267314003786	15.0512579070101	17.7591305741582	20.0075181181975	18.0479324185163	7.79055250501101	5.0359385503929	7.17154025181016	42.0436900735414	27.2862669594676	44.1893563966483	59.946731996693	11.6743464306715	19.868349254111	14.0607406306828	16.4303691757063	29.1876338326696	21.3611370737452
3	10.774	133.10170	w/o MS2: L-(-)-Malic acid	[M-H]-	null	0.01	True	-1.000	133.06000	C4H6O5	Beta hydroxy acids and derivatives	BJEPYKJPYRNKOW-REOHCLBHSA-N	C(C(C(=O)O)O)C(=O)O	530	False	True	False	Normalized unit: Intensity; Annotation method: MSMS_Public_EXP_NEG_VS17_1	False	False	3	0	0.00	0.92	0.86	0.88	0.76	3.00	0.33	1.64	679.73	E_neg_Vd_3_1rep	133.10170:11903 133.12654:24 133.13513:43 133.23393:34 133.29879:63 133.31661:42 133.37023:54 133.37812:41 133.54390:23 133.65241:44 133.84232:37 133.86669:23 133.87682:39 133.92903:32 134.04824:43 134.10495:1001 134.37376:23 134.45220:39 134.66820:45 134.77939:37 134.85297:39 134.89478:62 134.93737:44 135.10834:108 135.18331:41	133.10344:23	139	80	455	2925	150	228	132	117	200	69	242	515	303	81	217	67	73	5086	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	4	2	9	0	4	0	4	4	0	0	0	0	0	0	5	0	0	6	4	0	0	0	4	0	7	0	5	6	0	0	0	0	0	5	224.625	1101.29166666667	149.833333333333	275.604166666667	200.083333333333	1741.91666666667	0	0	0	1.83333333333333	0	2.75	3.75	2.66666666666667	1.25	0	1.66666666666667	3.5	0	3.75	3.41666666666667	0	1.58333333333333	201.50543765926	1580.02075037469	44.2497498815907	224.70806002363	111.896547040484	2895.73760663122	0	0	0	3.17542648054294	0	2.41091269024824	4.50693909432999	2.32289331079439	2.1650635094611	0	2.88675134594813	3.1224989991992	0	3.43693177121688	2.98258836136221	0	2.74241377865072
4	16.226	134.00674	ADENINE	[M-H]-	null	0.03	True	0.403	134.04720	C5H5N5	6-aminopurines	GFFGJBXGBJISGV-UHFFFAOYSA-N	N=1C=NC2=C(N=CNC12)N	430	False	True	True	Normalized unit: Intensity; Annotation method: MSMS_Public_EXP_NEG_VS17_1	False	False	4	0	0.00	0.92	0.84	0.87	0.81	2.00	1.00	1.75	481.18	F_neg_Sv_2	134.00695:10132 134.31489:17 134.38367:16 134.75824:23 134.86330:25 134.89375:88 134.99392:22 135.00933:727 135.04228:24 135.65159:11 135.89822:22 135.97061:84 135.98213:18 136.00282:415 136.08670:20	90.03275:7 91.84156:7 91.95377:7 94.96999:7 95.99529:7 100.81786:7 103.58452:7 106.97543:7 118.24401:8 119.34427:7 121.58795:7 127.41182:7 133.98915:8 134.00707:1277 134.03167:7 135.30320:12 146.13035:7 148.01602:8	8	0	12	5	5	4	9	18	12	8	5	5	4	4	4	6	0	0	2804	1677	2298	2621	2978	2842	1668	1571	1873	3062	5587	1748	2043	1866	2318	1248	1382	1900	1365	1756	2520	1698	1857	1365	2236	2582	2052	912	1265	1769	1303	1965	1713	959	982	1939	889	743	1094	1135	1426	1010	690	904	586	798	1066	680	324	692	668	6.5	4.70833333333333	12.8333333333333	6.35416666666667	4	1.91666666666667	2259.5625	2813.8125	1703.85416666667	3465.91666666667	2075.70833333333	1509.8125	1880.33333333333	1639.83333333333	2289.6875	1315.54166666667	1660.52083333333	1293.52083333333	908.875	1190.47916666667	726.520833333333	848.020833333333	561.458333333333	5.8949130612758	0.505181485540923	4.27306852078613	1.85860891080758	0.25	3.31976404784035	564.438434281145	180.307365611475	154.004379672571	1951.32176390827	227.560854956061	344.033956581687	587.187803796267	250.755065481404	269.21787761031	430.784659867414	334.104156274033	559.284564384119	176.46643404271	213.471001519137	162.392083557307	197.842724125967	205.771379635467
5	6.739	138.01945	4-nitrophenol	[M-H]-	null	0.01	True	13.886	138.01970	C6H5NO3	Nitrophenols	BTJIUGUIPKRLHP-UHFFFAOYSA-N	OC1=CC=C(C=C1)[N+]([O-])=O	430	False	True	True	Normalized unit: Intensity; Annotation method: MSMS_Public_EXP_NEG_VS17_1	False	False	5	0	0.00	1.00	0.87	0.85	0.88	2.00	1.00	1.82	443.60	E_neg_mock_3_1	138.01945:3771 139.02236:304 139.07363:24 140.02488:43	65.00286:2 70.02758:1 74.34298:2 75.84110:1 76.36406:1 76.37732:1 76.46852:1 76.62449:1 76.97816:1 77.11443:1 77.43173:1 77.71038:1 77.89941:1 77.94240:1 78.05832:1 78.08385:1 78.25793:1 79.01883:1 79.58538:1 80.03034:1 80.12895:1 80.22148:1 80.74874:1 81.37116:1 82.62954:1 82.79435:1 84.33219:1 85.85514:1 89.50724:1 91.01919:2 91.41800:1 91.55432:1 91.86293:1 92.02675:53 92.04281:1 92.24854:2 92.73811:1 93.45734:1 94.06151:1 94.42737:1 94.56806:1 94.60902:1 95.07406:1 95.48949:1 95.65707:1 95.67480:1 95.76728:1 96.13428:1 96.19287:1 96.45243:1 96.51930:1 96.68296:1 96.76274:2 96.97335:1 97.10914:1 97.13375:1 97.15258:1 97.22162:1 97.39059:2 97.40328:1 97.48208:1 97.60156:1 97.62479:1 97.75452:1 97.97205:1 98.13355:1 98.17382:1 99.98486:1 100.14556:1 100.36868:1 100.63725:1 100.78519:1 101.69240:1 102.10720:1 103.58232:1 104.37087:1 105.11621:1 105.44034:1 106.33787:2 106.47381:1 107.66777:2 108.00367:2 108.02186:464 108.04810:2 108.05282:1 108.60283:1 108.61661:1 109.02431:1 109.36516:1 109.69063:1 109.81685:1 110.76272:1 112.08825:1 113.21469:1 114.04949:1 114.22896:1 114.26979:1 115.30033:1 116.14013:1 116.29641:1 116.39309:1 117.75103:1 117.88363:1 118.31391:1 120.07765:1 120.08624:1 120.53749:1 121.82873:1 122.01854:1 123.52715:1 124.89337:1 133.11564:1 133.81611:1 134.28165:1 134.84182:1 134.99428:1 136.28394:1 137.55560:1 137.56364:2 137.87975:1 137.89241:1 137.98981:2 138.01986:849 138.59334:2 138.60647:1 138.84644:1 138.86721:1 138.89253:2 139.02630:1 139.09470:1 139.19464:1 139.63529:1 143.93432:1 144.83707:1 148.17807:1 148.27466:1 152.59878:2 167.15979:1 218.75249:1 219.24099:1 312.08929:1 500.81625:1 679.70700:1 736.87558:1 1080.27898:1 1094.37915:1 1491.93269:2	2337	767	1604	990	1051	1172	1199	1434	3189	935	1610	1158	1135	974	1033	895	790	1730	139	21	75	107	135	137	16	88	92	84	18	16	11	24	92	132	75	89	98	90	85	84	84	72	75	78	59	74	84	76	73	88	97	72	90	73	95	100	89	77	73	66	68	69	95	83	100	70	72	59	69	1569.625	1071.04166666667	1940.72916666667	1234.47916666667	1047.35416666667	1138.10416666667	78.375	126.375	65.2708333333333	39.8125	41.9375	98.5833333333333	91.0625	79.75	70.5833333333333	78.0625	85.9375	78.3541666666667	94.6666666666667	71.8333333333333	77.2708333333333	84.2708333333333	66.7708333333333	785.564275198885	92.9680374622555	1087.06818354558	344.131403939082	81.5128520669185	514.875987546597	59.1118180337063	16.6614965939438	43.1598741840536	38.714247619578	43.4559762863521	29.6253516153536	6.66995361678025	6.98575559621148	10.4180832370131	5.15236596138124	12.2249424845273	10.1950381109309	5.8082421681033	5.5713880302249	15.6276664391499	15.223508410788	7.29199404027001
